Dự án,Đường/Phố,Phường/Xã,Quận/Huyện,Phân loại quận,Loại tin,Mã tin,Diện tích,Mức giá,Hướng nhà,Hướng ban công,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Loại hình chung cư,Nhóm 1-Trường học,Nhóm 1- Chợ/Siêu thị,Nhóm 1-Bệnh viện,Nhóm 2-Công viên,Nhóm 2-Bể bơi,Nhóm 2-Gym,Slot ô tô,Nhà thoáng,Hiện đại,Bán gấp,Lô góc,Hỗ trợ vay,Tầng
Làng Việt Kiều Châu Âu Euroland,,Mỗ Lao,Hà Đông,Nội thành,Tin thường,39166935,850.0,21.2,,,8.0,6.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,1,0,0,0,1,0,0,1,1,0,0,0,
T&T Riverview,Vĩnh Hưng,Vĩnh Hưng,Hoàng Mai,Nội thành,Tin thường,38958845,100.0,35.8,,,2.0,2.0,Sổ đỏ,Đầy đủ.,Chung cư,0,0,0,0,0,0,1,0,0,0,0,0,
Xuân Mai Complex,Tố Hữu,Yên Nghĩa,Hà Đông,Nội thành,Tin thường,39135101,70.0,32.1,Đông - Nam,Tây - Bắc,2.0,2.0,,,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
Chung cư Phố Khâm Thiên,Khâm Thiên,Khâm Thiên,Đống Đa,Nội thành,Tin thường,32078317,54.0,12.3,Tây - Nam,Đông - Nam,2.0,2.0,Có sổ.,Đầy đủ nội thất.,Chung cư,0,1,0,0,0,0,0,0,1,0,0,0,
Khai Sơn City,Thượng Thanh,Ngọc Thụy,Long Biên,Nội thành,Tin thường,39206513,275.0,52.7,Tây - Bắc,Đông - Nam,,,Hợp đồng mua bán,Đầy đủ,Chung cư,1,1,1,1,1,0,1,1,1,0,0,1,
Trung Hòa Nhân Chính,Hoàng Đạo Thúy,Trung Hòa,Cầu Giấy,Nội thành,Tin thường,39113686,153.0,41.2,Tây - Bắc,Đông - Nam,3.0,3.0,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ.,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,Trung
The Miami,,Tây Mỗ,Nam Từ Liêm,Nội thành,Tin thường,39208603,72.0,41.7,,,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,1,1,1,0,1,1,0,0,1,
The Pride,Tố Hữu,La Khê,Hà Đông,Nội thành,Tin thường,38958601,73.0,37.0,,,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,1,0,
Vinata Tower,Khuất Duy Tiến,Trung Hòa,Cầu Giấy,Nội thành,Tin thường,36343032,88.8,54.1,Tây - Bắc,Đông - Bắc,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,1,0,0,0,0,Trung
Nhà tập thể Đường Vĩnh Hồ,Vĩnh Hồ,Ngã Tư Sở,Đống Đa,Nội thành,Tin thường,38413991,75.0,32.0,,,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Nhà tập thể,1,1,0,0,0,0,1,1,0,0,0,0,
Green Park Tower,Dương Đình Nghệ,Yên Hòa,Cầu Giấy,Nội thành,Tin thường,36775575,110.0,45.0,,,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,1,0,0,0,0,1,0,0,0,
ĐTM Dịch Vọng,,Dịch Vọng,Cầu Giấy,Nội thành,Tin thường,38247529,98.0,61.2,,,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,1,0,1,0,0,1,1,1,0,1,0,
Kosmo Tây Hồ,Xuân La,Xuân Tảo,Bắc Từ Liêm,Nội thành,Tin thường,38364015,118.0,66.1,Tây - Bắc,Đông - Nam,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,1,0,0,0,0,
The Pride,Tố Hữu,La Khê,Hà Đông,Nội thành,Tin thường,39177816,351.0,Thỏa thuận,Tây - Bắc,Đông - Nam,5.0,5.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,1,0,1,1,0,0,1,1,0,0,0,
The Emerald CT8 Mỹ Đình,,Mỹ Đình 1,Nam Từ Liêm,Nội thành,Tin thường,39182855,82.0,50.0,Tây - Nam,Đông - Bắc,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
Vinhomes Skylake,Phạm Hùng,Mỹ Đình 1,Nam Từ Liêm,Nội thành,Tin thường,38650061,108.0,69.4,,,3.0,2.0,Sổ đỏ/ Sổ hồng,Có đủ nội thất.,Chung cư,0,0,0,1,0,0,0,1,1,0,1,0,
AZ Lâm Viên Complex,Nguyễn Phong Sắc,Dịch Vọng Hậu,Cầu Giấy,Nội thành,Tin thường,38904598,271.0,Thỏa thuận,Đông - Bắc,Đông - Bắc,3.0,3.0,Sổ đỏ/ Sổ hồng,,Chung cư,0,0,0,1,0,0,0,1,0,0,1,0,
Diamond Flower Tower,Hoàng Đạo Thúy,Nhân Chính,Thanh Xuân,Nội thành,Tin thường,33886203,125.0,46.4,,,3.0,2.0,,Nội thất tôi làm đầy đủ.,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
Hà Nội Paragon,,Dịch Vọng Hậu,Cầu Giấy,Nội thành,Tin thường,39174795,88.8,54.1,Tây - Bắc,Đông - Nam,3.0,2.0,Hợp đồng mua bán,Cơ bản,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
Nam Đô Complex,Trương Định,Thịnh Liệt,Hoàng Mai,Nội thành,Tin thường,36995243,152.0,36.8,Tây,Đông,4.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ.,Chung cư,1,1,1,0,0,0,0,1,0,0,0,0,
Dolphin Plaza,Trần Bình,Mỹ Đình 2,Nam Từ Liêm,Nội thành,Tin thường,38445266,156.0,37.2,Đông,Bắc,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
89 Phùng Hưng,Phùng Hưng,Phúc La,Hà Đông,Nội thành,Tin thường,39208588,81.0,36.0,,,3.0,2.0,Sổ đỏ,,Chung cư,0,0,1,0,0,0,0,0,0,0,1,0,
Thăng Long Number One,,Trung Hòa,Cầu Giấy,Nội thành,Tin thường,39018086,162.0,59.0,Tây - Bắc,Đông - Nam,4.0,3.0,Sổ đỏ/ Sổ hồng.,Nội thất cơ bản.,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
Stellar Garden,Lê Văn Thiêm,Thanh Xuân Trung,Thanh Xuân,Nội thành,Tin thường,37951167,151.0,44.4,Tây - Bắc,Đông - Nam,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
Vinhomes Skylake,Phạm Hùng,Mỹ Đình 1,Nam Từ Liêm,Nội thành,Tin thường,38529265,70.0,60.0,Tây,Đông - Nam,2.0,2.0,Sổ đỏ/ Sổ hồng,,Chung cư,0,0,0,0,1,0,1,1,0,0,0,1,Cao
Imperia Sky Garden,Minh Khai,Vĩnh Tuy,Hai Bà Trưng,Nội thành,Tin VIP Vàng,38471808,82.0,Thỏa thuận,Tây - Bắc,Đông - Nam,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,1,0,0,1,
Moonlight 1 - An Lạc Green Symphony,,,Hoài Đức,Ngoại thành,Tin thường,39186839,95.0,44.2,Tây - Bắc,Đông - Nam,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,1,0,1,1,1,1,0,1,0,0,0,
VP6 Linh Đàm,Hoàng Liệt,Thịnh Liệt,Hoàng Mai,Nội thành,Tin thường,39187538,61.0,27.9,,,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ.,Chung cư,0,0,0,0,0,0,0,1,0,0,0,1,
Nhà ở xã hội @Home,Tam Trinh,Yên Sở,Hoàng Mai,Nội thành,Tin thường,39186577,67.0,37.0,,,2.0,2.0,,,Nhà tập thể,0,0,0,0,0,0,0,0,0,0,0,0,
The Emerald CT8 Mỹ Đình,Đình Thôn,Mỹ Đình 1,Nam Từ Liêm,Nội thành,Tin thường,39175590,124.0,Thỏa thuận,,,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,1,0,1,1,1,0,0,0,0,0,0,
Thanh Hà Mường Thanh,,Kiến Hưng,Hà Đông,Nội thành,Tin thường,39164706,81.0,23.1,Đông,Tây,3.0,2.0,Hợp đồng mua bán,Không nội thất,Chung cư,0,0,0,0,0,0,0,1,1,0,1,1,
GoldSeason,Nguyễn Tuân,Thanh Xuân Trung,Thanh Xuân,Nội thành,Tin thường,37558593,102.0,53.9,Đông - Nam,Tây - Bắc,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,Trung
Iris Garden,Trần Hữu Dực,Cầu Diễn,Nam Từ Liêm,Nội thành,Tin thường,37237474,66.0,34.8,Tây - Nam,Đông - Bắc,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,1,0,0,0,0,Trung
Five Star Kim Giang,Kim Giang,Kim Giang,Thanh Xuân,Nội thành,Tin thường,38630392,107.0,43.9,,,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,0,1,
Eco City Việt Hưng,,Giang Biên,Long Biên,Nội thành,Tin thường,37194925,63.0,41.3,Đông - Nam,Tây - Bắc,2.0,2.0,Sổ đỏ/ Sổ hồng.,Đầy đủ.,Chung cư,0,1,1,1,1,1,0,1,1,0,0,1,
HC Golden City,,Bồ Đề,Long Biên,Nội thành,Tin thường,39195370,120.2,52.4,,,3.0,2.0,,,Chung cư,0,0,0,1,0,1,1,1,0,0,0,1,
Kim Văn Kim Lũ,Nghiêm Xuân Yêm,Đại Kim,Hoàng Mai,Nội thành,Tin thường,39180639,56.0,27.7,,,2.0,2.0,,,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
Vinaconex 7 - 34 Cầu Diễn,K2,Cầu Diễn,Nam Từ Liêm,Nội thành,Tin thường,39179710,111.0,38.7,,Bắc,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ.,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
Vinhomes West Point,Đỗ Đức Dục,Mễ Trì,Nam Từ Liêm,Nội thành,Tin thường,32079708,136.0,46.3,,Đông - Nam,3.0,,,,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,Trung
Legend Tower 109 Nguyễn Tuân,Nguyễn Tuân,Thanh Xuân Trung,Thanh Xuân,Nội thành,Tin thường,39188323,64.0,65.6,Tây - Bắc,Đông - Nam,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,1,1,0,0,0,0,0,1,1,0,0,0,Cao
Tây Nam Hồ Linh Đàm,Bằng A,Hoàng Liệt,Hoàng Mai,Nội thành,Tin thường,39186296,97.6,42.5,Tây - Bắc,Đông - Nam,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
Vinhomes D'Capitale,Trần Duy Hưng,Trung Hòa,Cầu Giấy,Nội thành,Tin thường,33985676,77.0,Thỏa thuận,,,2.0,2.0,Có sổ.,"Đã được trang bị, sàn gỗ, sofa, tivi, tủ lạnh, điều hòa âm trần, giường, tủ đồ, bàn ăn nhà bếp tủ bếp, bếp từ, máy giặt, rèm cửa...",Chung cư,0,0,0,0,0,0,0,1,0,0,0,0,
The Golden Palm Lê Văn Lương,Lê Văn Lương,Nhân Chính,Thanh Xuân,Nội thành,Tin thường,38389472,105.0,52.4,Đông - Nam,Đông - Nam,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,1,0,0,0,Trung
Vinhomes Green Bay Mễ Trì,Đại lộ Thăng Long,Mễ Trì,Nam Từ Liêm,Nội thành,Tin thường,37729712,126.0,57.1,Đông - Bắc,Tây - Nam,3.0,2.0,Sổ đỏ/ Sổ hồng.,,Chung cư,0,0,0,0,0,0,0,0,1,0,0,0,
Sunshine Riverside,,Phú Thượng,Tây Hồ,Nội thành,Tin thường,39008738,114.0,62.3,Nam,,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,1,1,0,1,0,Cao
Thành Công Tower 57 Láng Hạ,Láng Hạ,Thành Công,Ba Đình,Ngoại thành,Tin thường,39090348,122.0,49.2,,,2.0,2.0,Sổ đỏ chính chủ.,,Chung cư,0,0,0,0,0,0,1,1,0,0,1,0,Cao
Sky Central,Định Công,Định Công,Hoàng Mai,Nội thành,Tin thường,39113556,80.0,39.4,,,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ.,Chung cư,1,1,1,1,1,0,1,0,0,0,0,0,
The Golden An Khánh,,An Khánh,Hoài Đức,Ngoại thành,Tin thường,39060281,70.0,Thỏa thuận,Tây - Bắc,Đông - Nam,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,1,0,0,1,1,
Bình Minh Garden,Đức Giang,Đức Giang,Long Biên,Nội thành,Tin thường,37755435,100.0,44.0,,,3.0,2.0,Hợp đồng mua bán,Đầy đủ.,Chung cư,0,0,0,0,0,0,0,1,1,0,0,0,
Tháp doanh nhân Tower,Thanh Bình,Mỗ Lao,Hà Đông,Nội thành,Tin thường,39164339,66.0,33.3,,,2.0,2.0,,,Chung cư,0,1,0,0,0,0,0,1,0,0,0,0,
Chung cư Đường Cát Linh,Cát Linh,Cát Linh,Đống Đa,Nội thành,Tin thường,37804704,50.0,Thỏa thuận,,,2.0,1.0,,,Chung cư,1,1,0,0,0,0,1,1,1,0,0,1,
Xuân Mai Complex,Tố Hữu,Yên Nghĩa,Hà Đông,Nội thành,Tin thường,39148219,55.0,39.1,,,2.0,1.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
Park Kiara,Lê Trọng Tấn,La Khê,Hà Đông,Nội thành,Tin thường,38903212,82.0,54.9,Tây - Bắc,Đông - Nam,2.0,2.0,Sổ đỏ/ Sổ hồng,,Chung cư,0,0,0,0,1,0,1,1,0,0,0,1,
Lucky House,Lê Xuân Điệp,Kiến Hưng,Hà Đông,Nội thành,Tin thường,38938495,57.0,30.4,Tây - Bắc,Đông - Nam,2.0,1.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,1,1,0,0,0,0,0,0,0,0,0,0,
Masteri West Heights,,Tây Mỗ,Nam Từ Liêm,Nội thành,Tin thường,39179042,30.0,69.0,,Đông - Bắc,1.0,1.0,Sổ đỏ/ Sổ hồng.,,Chung cư,0,0,0,0,0,0,0,1,0,0,0,0,Trung
Vinhomes Ocean Park Gia Lâm,,Dương Xá,Gia Lâm,Ngoại thành,Tin thường,38904239,41.0,36.6,Đông - Bắc,Tây - Nam,1.0,1.0,Sổ đỏ/ Sổ hồng,,Chung cư,0,0,0,0,1,0,0,1,0,0,0,0,
Chung cư Phố Trần Quý Kiên,Trần Quý Kiên,Dịch Vọng,Cầu Giấy,Nội thành,Tin thường,39170080,53.0,50.0,,,1.0,1.0,,,Chung cư,1,1,1,0,0,0,0,1,0,0,1,0,
Bamboo Airways Tower,Cầu Giấy,Dịch Vọng,Cầu Giấy,Nội thành,Tin thường,39021466,125.0,50.4,Tây - Nam,Đông - Nam,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,1,0,0,0,
N01-T7 Ngoại Giao Đoàn,,Xuân Tảo,Bắc Từ Liêm,Nội thành,Tin thường,37200859,101.4,Thỏa thuận,,,3.0,,,,Chung cư,0,0,0,0,0,0,0,1,0,0,0,0,
Vinhomes Skylake,Phạm Hùng,Mỹ Đình 1,Nam Từ Liêm,Nội thành,Tin thường,39194447,63.0,79.4,,,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,1,0,0,0,0,1,
Sky Park Residence,Tôn Thất Thuyết,Dịch Vọng Hậu,Cầu Giấy,Nội thành,Tin thường,38724808,295.0,103.4,,Đông - Nam,4.0,5.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,1,0,0,0,
Le Grand Jardin Sài Đồng,Huỳnh Văn Nghệ,Sài Đồng,Long Biên,Nội thành,Tin thường,38954531,116.5,Thỏa thuận,Đông - Nam,Đông - Nam,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ.,Chung cư,0,0,0,0,0,0,0,0,0,0,0,1,
Khai Sơn City,Lý Sơn,Ngọc Thụy,Long Biên,Nội thành,Tin thường,39134983,89.0,47.0,,,3.0,2.0,,Cơ bản liền tường cao cấp nhập khẩu,Chung cư,1,0,1,0,0,0,0,0,1,0,0,1,
Chung cư Đại Thanh,Phan Trọng Tuệ,Tả Thanh Oai,Thanh Trì,Ngoại thành,Tin thường,39182053,60.0,27.2,Đông - Nam,Đông - Bắc,2.0,2.0,Hợp đồng mua bán,Đầy đủ,Chung cư,0,0,0,0,0,0,0,1,0,0,0,0,
Grand Sunlake,Trần Phú,Văn Quán,Hà Đông,Nội thành,Tin thường,39094564,91.0,Thỏa thuận,,,3.0,,,,Chung cư,0,0,0,0,1,1,0,1,0,0,1,1,
Hà Nội Paragon,Trần Quốc Vượng,Dịch Vọng Hậu,Cầu Giấy,Nội thành,Tin thường,39196833,138.0,52.9,,,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,1,0,1,0,1,1,Trung
Udic Westlake,Võ Chí Công,Phú Thượng,Tây Hồ,Nội thành,Tin thường,38736990,147.0,43.5,,Đông - Nam,4.0,,,,Chung cư,0,1,0,1,1,1,1,1,0,0,0,0,
Xuân Mai Tower - CT2 Tô Hiệu,Tô Hiệu,Hà Cầu,Hà Đông,Nội thành,Tin thường,38230216,65.0,38.5,Đông - Nam,Tây - Bắc,2.0,1.0,Sổ đỏ/ Sổ hồng,Cơ bản,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,Trung
BRG Diamond Residence,Lê Văn Lương,Nhân Chính,Thanh Xuân,Nội thành,Tin thường,38287354,105.0,Thỏa thuận,Tây - Nam,Đông - Bắc,3.0,2.0,Hợp đồng mua bán,,Chung cư,0,1,0,0,1,0,1,0,1,0,0,0,
Le Grand Jardin Sài Đồng,Huỳnh Văn Nghệ,Sài Đồng,Long Biên,Nội thành,Tin thường,37496971,77.0,41.6,Tây - Nam,Đông - Bắc,2.0,2.0,,,Chung cư,0,0,0,1,0,0,0,1,1,0,1,1,
Ciputra Hà Nội,Lạc Long Quân,Phú Thượng,Tây Hồ,Nội thành,Tin thường,36438091,119.0,45.4,Bắc,,3.0,2.0,Sổ đỏ/ Sổ hồng,,Chung cư,0,0,0,0,0,0,0,1,1,0,0,0,Cao
Hanhomes Blue Star,Võ Trung Thành,Trâu Quỳ,Gia Lâm,Ngoại thành,Tin thường,35479400,63.0,Thỏa thuận,,Đông,2.0,1.0,,,Chung cư,0,0,0,0,0,0,0,1,0,0,1,0,Trung
Eurowindow River Park,5,Đông Hội,Đông Anh,Ngoại thành,Tin thường,39129489,77.0,Thỏa thuận,Đông - Nam,Tây - Bắc,2.0,2.0,Sổ đỏ/ Sổ hồng,Cơ bản,Chung cư,0,0,0,0,0,0,0,1,1,0,0,0,
Central Field Trung Kính,Trung Kính,Yên Hòa,Cầu Giấy,Nội thành,Tin thường,39136701,71.0,57.7,Tây - Bắc,Đông - Nam,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,1,0,0,0,
Vinhomes Ocean Park Gia Lâm,An Đào,Dương Xá,Gia Lâm,Ngoại thành,Tin thường,39192955,43.0,38.0,Tây - Nam,Đông - Bắc,1.0,1.0,Sổ đỏ.,Nguyên bản.,Chung cư,0,0,0,0,0,0,0,0,0,0,0,1,
Chung cư CT36 Xuân La,Xuân La,Xuân La,Tây Hồ,Nội thành,Tin thường,38970820,99.0,54.5,,,3.0,,,,Chung cư,0,0,0,0,0,0,0,1,0,0,1,0,
Đền Lừ II,Đền Lừ,Hoàng Văn Thụ,Hoàng Mai,Nội thành,Tin thường,39142997,54.0,36.7,Bắc,Nam,1.0,1.0,,,Chung cư,0,1,0,1,0,0,0,1,0,0,0,0,
M5 Nguyễn Chí Thanh,Nguyễn Chí Thanh,Láng Hạ,Đống Đa,Nội thành,Tin thường,39203690,149.0,47.7,Đông - Bắc,Tây - Nam,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ.,Chung cư,0,0,0,0,0,0,0,1,0,0,0,0,
Chung cư Đường Nguyên Hồng,Nguyên Hồng,Láng Hạ,Đống Đa,Nội thành,Tin thường,39184945,54.0,129.6,,Đông - Nam,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,1,0,0,0,
HPC Landmark 105,,La Khê,Hà Đông,Nội thành,Tin thường,38950618,107.0,37.9,,Tây - Nam,3.0,2.0,,,Chung cư,0,0,0,0,0,0,1,0,0,0,0,1,
Chung cư CT3 Nghĩa Đô,Hoàng Quốc Việt,Cổ Nhuế 2,Bắc Từ Liêm,Nội thành,Tin thường,39063351,44.38,45.0,,,1.0,1.0,Đang chờ sổ,Cơ bản,Chung cư,1,1,0,1,0,0,1,1,0,0,0,0,
Le Grand Jardin Sài Đồng,Huỳnh Văn Nghệ,Sài Đồng,Long Biên,Nội thành,Tin thường,38093587,110.0,39.1,,,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,1,1,0,0,0,
Mon City - Hải Đăng City,Hàm Nghi,Mỹ Đình 2,Nam Từ Liêm,Nội thành,Tin thường,39153967,61.5,48.8,Đông - Bắc,Tây - Nam,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,1,0,0,0,0,Trung
Five Star Kim Giang,Kim Giang,Kim Giang,Thanh Xuân,Nội thành,Tin thường,39180848,71.0,42.3,Tây,Đông,2.0,2.0,Sổ đỏ/ Sổ hồng,Cơ bản,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
N03-T3&T4 Ngoại Giao Đoàn,,Xuân Đỉnh,Bắc Từ Liêm,Nội thành,Tin thường,37295324,130.0,55.0,Tây,Đông,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,1,0,0,0,1,0,0,1,0,Trung
Vinhomes Metropolis - Liễu Giai,Liễu Giai,Ngọc Khánh,Ba Đình,Ngoại thành,Tin thường,36083273,120.0,137.5,,,3.0,2.0,,,Chung cư,0,0,0,0,0,0,0,1,0,0,1,0,Trung
King Palace,Nguyễn Trãi,Thượng Đình,Thanh Xuân,Nội thành,Tin thường,39034809,125.0,51.2,Đông - Bắc,,3.0,2.0,Hợp đồng mua bán,Đầy đủ,Chung cư,0,0,0,0,1,1,0,1,0,0,0,1,Cao
C14 - Bộ Công An,Tố Hữu,Trung Văn,Nam Từ Liêm,Nội thành,Tin thường,39188109,110.0,40.0,,,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ.,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
Mulberry Lane,,Mỗ Lao,Hà Đông,Nội thành,Tin thường,39133456,106.0,42.0,,,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,1,0,0,0,1,1,0,0,0,0,0,0,
Rice City Linh Đàm,,Hoàng Liệt,Hoàng Mai,Nội thành,Tin thường,39180745,68.0,45.0,Tây - Bắc,Đông - Nam,2.0,2.0,,,Chung cư,0,1,0,0,0,0,0,1,0,0,1,0,Trung
Sunshine City,,Đông Ngạc,Bắc Từ Liêm,Nội thành,Tin thường,39142335,104.0,Thỏa thuận,Tây - Nam,Đông - Bắc,3.0,2.0,Đang chờ sổ,Cơ bản,Chung cư,0,0,0,0,0,0,0,1,1,0,1,0,
Vinhomes Metropolis - Liễu Giai,Liễu Giai,Ngọc Khánh,Ba Đình,Ngoại thành,Tin thường,38898962,65.0,Thỏa thuận,,,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,1,0,0,0,0,
Hà Thành Plaza,Thái Thịnh,Thịnh Quang,Đống Đa,Nội thành,Tin thường,39052143,115.0,47.8,,,3.0,2.0,Sổ đỏ/ Sổ hồng,,Chung cư,0,0,0,0,0,0,1,1,1,0,1,0,Trung
Xuân Mai Complex,Tố Hữu,Yên Nghĩa,Hà Đông,Nội thành,Tin thường,39058369,59.0,Thỏa thuận,Đông - Bắc,Tây - Nam,2.0,1.0,Sổ đỏ,Đầy đủ,Chung cư,0,0,0,0,0,0,0,1,0,0,0,0,Trung
Eurowindow River Park,5,Đông Hội,Đông Anh,Ngoại thành,Tin thường,39140150,83.0,30.0,Tây - Nam,Đông - Nam,2.0,2.0,Sổ đỏ/ Sổ hồng,Không nội thất,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
The Zei Mỹ Đình,Lê Đức Thọ,Mỹ Đình 2,Nam Từ Liêm,Nội thành,Tin thường,39124958,106.0,56.6,,,3.0,2.0,,Nội thất cơ bản.,Chung cư,0,0,0,0,0,0,0,1,0,0,0,0,
Tây Hà Tower,Tố Hữu,Trung Văn,Nam Từ Liêm,Nội thành,Tin thường,38045572,127.0,37.0,Đông - Nam,Tây - Bắc,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,1,0,0,0,0,
Vinhomes Smart City,,Tây Mỗ,Nam Từ Liêm,Nội thành,Tin thường,37757865,60.0,36.7,,,2.0,2.0,Sổ đỏ/ Sổ hồng.,,Chung cư,0,0,0,0,0,0,0,1,1,0,0,0,
Vinhomes Symphony Riverside,,Việt Hưng,Long Biên,Nội thành,Tin thường,39191036,106.0,47.2,Tây - Bắc,Đông - Nam,3.0,2.0,Hợp đồng mua bán,Cơ bản,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
Thăng Long Number One,,Trung Hòa,Cầu Giấy,Nội thành,Tin thường,39186884,131.0,58.0,Tây - Nam,Đông - Bắc,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,1,0,0,0,0,0,1,0,0,0,0,Trung
Chung cư mini Đường Giải Phóng,Giải Phóng,Giáp Bát,Hoàng Mai,Nội thành,Tin thường,35843555,30.0,20.0,Tây - Nam,Bắc,1.0,1.0,Sổ đỏ/ Sổ hồng.,Đầy đủ.,Chung cư mini,0,0,0,0,0,0,0,1,0,0,0,0,
Tòa Tháp Thiên Niên Kỷ,Quang Trung,Yết Kiêu,Hà Đông,Nội thành,Tin thường,38256543,68.0,Thỏa thuận,Nam,Bắc,2.0,2.0,Hợp đồng mua bán,,Chung cư,0,0,0,0,0,0,0,1,0,0,0,0,
Eurowindow Multi Complex,Trần Duy Hưng,Trung Hòa,Cầu Giấy,Nội thành,Tin thường,38941034,101.0,Thỏa thuận,Đông - Nam,Tây - Bắc,2.0,2.0,Sổ đỏ chính chủ,Nội thất đầy đủ.,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
