Đường/Phố,Phường/Xã,Quận/Huyện,Phân loại quận,Loại tin,Mã tin,Diện tích,Mức giá,Mặt tiền,Đường vào,Hướng ban công,Hướng nhà,Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Loại hình,Nhóm 1-Trường học,Nhóm 1- Chợ/Siêu thị,Nhóm 1-Bệnh viện,Công viên,Loại ngõ,Vỉa hè,Bán gấp,Sân phơi,Nhà thoáng,Gần hồ,An ninh,Hiện đại,Chỗ để xe,Thang máy,Lô góc,Hỗ trợ vay
Phan Chu Trinh,,Hoàn Kiếm,Nội thành,Tin thường,31487414,350.0,Thỏa thuận,,,,,,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Mặt phố,0,0,0,0,Nhỏ,0,0,0,0,1,0,0,0,0,0,0
Lưu Hữu Phước,Mỹ Đình 2,Nam Từ Liêm,Nội thành,Tin thường,39159304,125.0,Thỏa thuận,6.0,,,,6.0,,,Khác,Khác,Mặt phố,0,0,0,0,,0,0,0,0,0,0,0,1,1,0,0
Liễu Giai,Thành Công,Ba Đình,Nội thành,Tin VIP Bạc,39230167,135.0,Thỏa thuận,12.6,9.0,,,5.0,4.0,5.0,Khác,Khác,Mặt phố,0,0,0,0,Rộng,0,0,0,0,0,0,0,1,0,0,0
,Mai Dịch,Cầu Giấy,Nội thành,Tin thường,39192689,106.0,Thỏa thuận,,,,,,9.0,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Mặt phố,1,0,0,0,,0,0,0,0,0,0,0,0,0,1,0
Trần Thái Tông,Dịch Vọng Hậu,Cầu Giấy,Nội thành,Tin thường,39154377,292.9,Thỏa thuận,34.78,,,,8.0,3.0,8.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Mặt phố,0,0,0,0,,0,0,0,0,0,0,1,1,0,0,1
Tây Mỗ,Tây Mỗ,Nam Từ Liêm,Nội thành,Tin thường,39183027,350.0,Thỏa thuận,,,,,,,,Khác,Khác,Mặt phố,0,0,0,0,Nhỏ,0,0,0,1,0,0,0,0,0,1,0
Tố Hữu,Vạn Phúc,Hà Đông,Nội thành,Tin thường,39005186,91.0,Thỏa thuận,6.5,,,,6.0,,,Khác,Khác,Mặt phố,1,0,0,0,,1,0,0,0,0,0,0,0,0,0,0
Nguyễn Thị Định,Trung Hòa,Cầu Giấy,Nội thành,Tin thường,39157667,57.0,Thỏa thuận,5.0,17.0,,,5.0,5.0,4.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Mặt phố,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0
Dịch Vọng Hậu,Dịch Vọng Hậu,Cầu Giấy,Nội thành,Tin thường,39137999,297.0,Thỏa thuận,26.0,,,,,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Mặt phố,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0
Hàng Bài,Hàng Bài,Hoàn Kiếm,Nội thành,Tin thường,39144122,43.0,Thỏa thuận,,,,,6.0,,,Khác,Khác,Mặt phố,1,0,0,0,,0,0,0,0,1,0,0,0,1,0,0
Hà Trì,Hà Cầu,Hà Đông,Nội thành,Tin thường,39039415,55.0,Thỏa thuận,,,,,7.0,6.0,6.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Nội thất cao cấp,Mặt phố,1,1,0,0,,1,1,0,0,0,0,1,0,1,0,0
Tân Mai,Hoàng Văn Thụ,Hoàng Mai,Nội thành,Tin thường,39031304,100.0,Thỏa thuận,20.0,,,,5.0,5.0,5.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Mặt phố,0,0,0,0,Nhỏ,1,0,0,0,1,0,0,0,0,0,0
Cầu Giấy,Dịch Vọng,Cầu Giấy,Nội thành,Tin thường,39215713,88.0,Thỏa thuận,6.0,10.0,,,5.0,6.0,6.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Mặt phố,0,0,0,0,,1,0,0,1,0,0,0,0,1,1,0
,Ngọc Thụy,Long Biên,Nội thành,Tin thường,39202402,76.2,Thỏa thuận,6.0,12.0,Đông - Nam,Tây - Bắc,5.0,4.0,4.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Chưa có nội thất,Mặt phố,1,0,1,1,,0,0,0,0,1,0,0,0,0,0,0
Hàng Thùng,Lý Thái Tổ,Hoàn Kiếm,Nội thành,Tin thường,38962886,55.0,Thỏa thuận,,,,,7.0,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Mặt phố,0,0,0,0,,0,0,0,0,1,0,0,0,1,0,0
Trần Thái Tông,Dịch Vọng Hậu,Cầu Giấy,Nội thành,Tin thường,39137883,196.0,Thỏa thuận,8.0,,,,,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Mặt phố,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0
Lê Thanh Nghị,Bách Khoa,Hai Bà Trưng,Nội thành,Tin thường,38935755,260.0,Thỏa thuận,8.0,,,,5.0,5.0,5.0,Khác,Khác,Mặt phố,1,0,0,0,,1,0,0,0,0,0,0,0,0,0,0
Dịch Vọng Hậu,Dịch Vọng Hậu,Cầu Giấy,Nội thành,Tin thường,39129419,100.0,Thỏa thuận,,,,,,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Mặt phố,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
,Thanh Xuân Trung,Thanh Xuân,Nội thành,Tin thường,38096963,130.0,Thỏa thuận,,,,,,,,Khác,Khác,Mặt phố,0,0,0,0,Rộng,1,1,0,0,0,0,0,1,1,0,0
Trần Khát Chân,Thanh Nhàn,Hai Bà Trưng,Nội thành,Tin thường,36249697,29.0,Thỏa thuận,4.5,80.0,,,2.0,2.0,2.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Nội thất cơ bản,Mặt phố,0,0,0,1,,1,1,0,1,1,0,0,0,1,0,0
Nguyễn Hoàng,Mỹ Đình 1,Nam Từ Liêm,Nội thành,Tin thường,38842115,80.0,Thỏa thuận,,,,,,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Mặt phố,0,0,0,0,,0,1,0,0,0,0,1,0,0,0,0
Phan Chu Trinh,Phan Chu Trinh,Hoàn Kiếm,Nội thành,Tin thường,28856043,65.0,Thỏa thuận,4.5,,,,3.0,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Mặt phố,0,0,0,0,,0,1,0,1,0,0,0,0,0,1,0
Tôn Đức Thắng,Hàng Bột,Đống Đa,Nội thành,Tin thường,39161771,72.0,Thỏa thuận,7.2,,,,3.0,4.0,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Mặt phố,0,0,0,0,,1,1,0,1,0,0,0,0,0,0,0
Nguyễn Sơn Hà,Phúc La,Hà Đông,Nội thành,Tin thường,39201421,80.0,Thỏa thuận,4.5,17.0,Đông - Nam,Đông - Nam,4.0,4.0,5.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Mặt phố,1,0,0,0,Nhỏ,1,0,0,0,0,1,0,0,0,0,0
Thành Thái,Dịch Vọng,Cầu Giấy,Nội thành,Tin thường,37801102,140.0,Thỏa thuận,20.0,20.0,,,6.0,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Nội thất cơ bản,Mặt phố,1,0,0,0,,0,0,0,1,0,0,0,0,0,1,0
Tố Hữu,Vạn Phúc,Hà Đông,Nội thành,Tin thường,36444320,91.0,Thỏa thuận,6.5,22.0,Tây - Bắc,Đông - Nam,6.0,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Nội thất cơ bản,Mặt phố,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Trần Hưng Đạo,Trần Hưng Đạo,Hoàn Kiếm,Nội thành,Tin thường,39192205,130.0,Thỏa thuận,10.0,35.0,,,9.0,8.0,10.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Mặt phố,0,0,0,0,,1,0,0,0,0,0,0,0,1,0,0
Thái Hà,Quang Trung,Đống Đa,Nội thành,Tin thường,38505160,160.0,Thỏa thuận,9.0,,,,,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Mặt phố,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Lý Thường Kiệt,,Hoàn Kiếm,Nội thành,Tin thường,32567226,400.0,Thỏa thuận,13.0,,,,13.0,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Mặt phố,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0
Dương Đình Nghệ,Yên Hòa,Cầu Giấy,Nội thành,Tin thường,39101247,110.0,Thỏa thuận,5.3,20.0,,Tây,8.0,8.0,8.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Mặt phố,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0
Lò Sũ,Hàng Gai,Hoàn Kiếm,Nội thành,Tin VIP Bạc,38276873,500.0,Thỏa thuận,,,,,,,,Khác,Khác,Mặt phố,0,0,0,0,,0,0,0,0,1,0,0,1,1,0,0
Tố Hữu,Vạn Phúc,Hà Đông,Nội thành,Tin thường,38568190,128.0,Thỏa thuận,,,,,6.0,,,Khác,Khác,Mặt phố,0,0,0,0,,1,0,0,0,0,0,0,0,0,1,0
Thạch Bàn,Thạch Bàn,Long Biên,Nội thành,Tin thường,39217769,70.0,Thỏa thuận,6.0,,,Đông - Nam,5.0,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Nội thất cơ bản,Mặt phố,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0
Nguyễn Chí Thanh,Láng Hạ,Đống Đa,Nội thành,Tin thường,39147011,40.0,Thỏa thuận,,,,,5.0,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Mặt phố,0,1,0,0,,1,0,0,1,0,0,0,0,0,0,0
Chùa Láng,Láng Thượng,Đống Đa,Nội thành,Tin thường,39113427,124.0,Thỏa thuận,5.1,14.0,Đông - Nam,,7.0,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Nội thất cơ bản,Mặt phố,0,0,0,0,,0,0,0,0,0,0,1,1,0,0,0
,Nghĩa Tân,Cầu Giấy,Nội thành,Tin thường,39214264,300.0,Thỏa thuận,,,,,,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Chưa có nội thất,Mặt phố,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
,Ngọc Khánh,Ba Đình,Nội thành,Tin thường,39167283,110.0,Thỏa thuận,7.0,,,,7.0,,,Khác,Khác,Mặt phố,1,0,0,0,,0,0,0,1,1,0,1,0,0,0,0
Nguyễn Thị Định,Trung Hòa,Cầu Giấy,Nội thành,Tin thường,37339746,525.0,Thỏa thuận,16.0,15.0,,Đông - Nam,10.0,105.0,105.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Mặt phố,0,0,0,0,,0,0,0,0,0,0,1,1,1,0,0
Xuân Diệu,Quảng An,Tây Hồ,Nội thành,Tin thường,37993675,80.0,Thỏa thuận,6.0,20.0,,,6.0,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Mặt phố,0,0,0,0,,1,0,0,0,1,0,0,0,0,0,0
Nguyễn Du,Hàng Bài,Hoàn Kiếm,Nội thành,Tin thường,38918385,260.0,Thỏa thuận,8.0,,,,4.0,4.0,4.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Mặt phố,0,0,0,0,,0,0,0,0,1,0,1,0,0,0,0
Xã Đàn,Phương Liên,Đống Đa,Nội thành,Tin thường,39226111,64.0,Thỏa thuận,5.0,20.0,,,7.0,6.0,7.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Mặt phố,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,1
Lê Lợi,Nguyễn Trãi,Hà Đông,Nội thành,Tin thường,39141628,120.0,Thỏa thuận,,,,,,,,Khác,Khác,Mặt phố,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0
Hàng Tre,Lý Thái Tổ,Hoàn Kiếm,Nội thành,Tin thường,39224635,105.0,Thỏa thuận,3.3,12.0,,,5.0,8.0,7.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Mặt phố,0,0,0,0,Nhỏ,1,0,1,0,1,0,1,0,0,0,0
Phạm Tuấn Tài,Dịch Vọng Hậu,Cầu Giấy,Nội thành,Tin thường,39204497,58.0,Thỏa thuận,5.0,9.0,,,5.0,4.0,4.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Mặt phố,0,0,0,0,,1,0,0,0,0,1,0,0,0,0,0
Trần Hưng Đạo,Phan Chu Trinh,Hoàn Kiếm,Nội thành,Tin thường,37753002,764.0,Thỏa thuận,28.0,,,,,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Mặt phố,0,0,0,0,,1,0,0,0,1,0,0,0,0,0,0
Thái Hà,Trung Liệt,Đống Đa,Nội thành,Tin thường,38397143,42.0,Thỏa thuận,4.1,30.0,,,5.0,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Mặt phố,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Hai Bà Trưng,Hàng Bài,Hoàn Kiếm,Nội thành,Tin thường,39080431,682.0,Thỏa thuận,30.0,18.0,,,12.0,26.0,20.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Nội thất cơ bản,Mặt phố,0,0,0,0,,1,0,0,0,1,1,1,1,1,1,0
Trần Hưng Đạo,Trần Hưng Đạo,Hoàn Kiếm,Nội thành,Tin thường,37996393,765.0,Thỏa thuận,28.0,35.0,,,,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Nội thất cơ bản,Mặt phố,0,0,0,0,,1,0,0,0,1,1,0,0,0,0,0
Bà Triệu,Trần Hưng Đạo,Hoàn Kiếm,Nội thành,Tin thường,39121405,265.0,Thỏa thuận,,,,,5.0,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Mặt phố,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
,Võng La,Đông Anh,Ngoại thành,Tin thường,39169225,75.0,Thỏa thuận,4.2,6.0,,,3.0,4.0,4.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Mặt phố,1,1,1,0,Nhỏ,0,0,0,0,0,0,0,0,0,0,0
Hai Bà Trưng,Hàng Bài,Hoàn Kiếm,Nội thành,Tin thường,37878574,800.0,Thỏa thuận,,,,,16.0,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Mặt phố,0,0,0,0,,0,1,0,0,1,0,0,0,0,0,0
Quốc Lộ 17,Lệ Chi,Gia Lâm,Ngoại thành,Tin thường,38737931,62.0,Thỏa thuận,,,,,,,,Khác,Khác,Mặt phố,1,0,0,0,,0,1,0,1,0,0,0,0,0,1,0
Đản Dị,Uy Nỗ,Đông Anh,Ngoại thành,Tin thường,38529375,53.0,Thỏa thuận,4.5,10.0,,,3.0,3.0,2.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Mặt phố,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0
,Cự Khê,Thanh Oai,Ngoại thành,Tin thường,39165087,40.0,Thỏa thuận,4.0,,,,,4.0,,Khác,Khác,Mặt phố,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0
Khâm Thiên,Khâm Thiên,Đống Đa,Nội thành,Tin thường,39137931,320.0,Thỏa thuận,10.0,,,,9.0,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Mặt phố,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0
Hàng Gai,Hàng Gai,Hoàn Kiếm,Nội thành,Tin thường,26184107,360.0,Thỏa thuận,11.0,,,,,,,Khác,Khác,Mặt phố,0,0,0,0,,0,1,0,0,1,0,0,0,0,0,0
Đinh Tiên Hoàng,Hàng Đào,Hoàn Kiếm,Nội thành,Tin thường,37068522,102.0,Thỏa thuận,4.5,,,,4.0,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Mặt phố,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
Duy Tân,Dịch Vọng Hậu,Cầu Giấy,Nội thành,Tin thường,33937380,600.0,Thỏa thuận,,,,,12.0,,,Khác,Khác,Mặt phố,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Bế Văn Đàn,Quang Trung,Hà Đông,Nội thành,Tin thường,39206277,55.0,Thỏa thuận,,,,,,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Mặt phố,1,1,1,0,,1,0,0,0,1,0,0,0,0,0,0
Nguyễn Văn Cừ,Ngọc Lâm,Long Biên,Nội thành,Tin thường,34992873,106.0,Thỏa thuận,5.5,,,,,,,Khác,Khác,Mặt phố,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0
Thành Trung,Trâu Quỳ,Gia Lâm,Ngoại thành,Tin thường,39110024,90.0,Thỏa thuận,6.0,40.0,Đông - Nam,Đông - Nam,5.0,7.0,5.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Nội thất thô,Mặt phố,1,0,0,0,,1,0,0,1,1,0,0,0,0,0,0
Minh Khai,Minh Khai,Hai Bà Trưng,Nội thành,Tin thường,39163706,110.0,Thỏa thuận,3.0,20.0,,,5.0,5.0,3.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Mặt phố,1,0,1,0,,0,0,0,0,0,0,0,0,1,0,0
Trích Sài,Thụy Khuê,Tây Hồ,Nội thành,Tin thường,37507826,60.0,Thỏa thuận,4.0,12.0,,,7.0,8.0,7.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Nội thất cao cấp,Mặt phố,0,0,0,0,,1,0,0,0,0,0,0,0,1,0,0
Hàng Mã,Hàng Mã,Hoàn Kiếm,Nội thành,Tin thường,38903609,50.0,Thỏa thuận,,,,,5.0,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Mặt phố,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Vạn Phúc,Vạn Phúc,Hà Đông,Nội thành,Tin thường,37870439,70.0,Thỏa thuận,5.5,50.0,,,1.0,1.0,1.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Mặt phố,1,1,0,0,Nhỏ,1,1,0,0,0,1,0,0,1,0,1
Đa Sỹ,Kiến Hưng,Hà Đông,Nội thành,Tin thường,39024883,55.0,Thỏa thuận,4.0,12.0,Đông - Nam,Đông - Nam,4.0,5.0,5.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Nội thất cơ bản,Mặt phố,0,0,0,1,,1,0,0,0,0,0,0,1,1,0,0
Âu Cơ,Yên Phụ,Tây Hồ,Nội thành,Tin thường,39214642,160.0,Thỏa thuận,7.2,,,,3.0,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Mặt phố,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Dương Văn Bé,Vĩnh Tuy,Hai Bà Trưng,Nội thành,Tin thường,38919691,97.0,Thỏa thuận,,,,,5.0,,,Khác,Khác,Mặt phố,0,0,0,0,Nhỏ,0,0,1,0,0,0,1,0,1,0,0
Trần Thái Tông,Dịch Vọng Hậu,Cầu Giấy,Nội thành,Tin thường,39137939,550.0,Thỏa thuận,16.0,,,,11.0,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Mặt phố,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0
Vũ Phạm Hàm,Yên Hòa,Cầu Giấy,Nội thành,Tin thường,39137990,110.0,Thỏa thuận,7.0,,,,7.0,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Mặt phố,0,0,0,0,,1,0,0,1,0,0,0,0,1,1,0
Nguyễn Văn Huyên,Dịch Vọng,Cầu Giấy,Nội thành,Tin thường,38958040,200.0,Thỏa thuận,15.0,,,,3.0,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Mặt phố,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0
Hoàng Mai,Hoàng Văn Thụ,Hoàng Mai,Nội thành,Tin thường,39067714,52.0,Thỏa thuận,4.0,,,,5.0,5.0,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Mặt phố,0,0,0,0,Nhỏ,0,0,0,1,0,0,1,0,0,0,0
,Trâu Quỳ,Gia Lâm,Ngoại thành,Tin thường,39209739,85.0,Thỏa thuận,6.0,12.5,,Đông - Bắc,4.0,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Nội thất cơ bản,Mặt phố,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0
Nguyễn Hoàng,Mỹ Đình 1,Nam Từ Liêm,Nội thành,Tin thường,37254509,280.0,Thỏa thuận,,,,,,,,Khác,Khác,Mặt phố,0,1,0,0,,1,0,0,1,0,0,1,0,0,0,0
Triệu Việt Vương,Nguyễn Du,Hai Bà Trưng,Nội thành,Tin thường,38611801,140.0,Thỏa thuận,6.0,,,,7.0,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Mặt phố,1,0,0,1,,0,1,0,0,0,0,0,0,0,0,0
Bát Đàn,Cửa Đông,Hoàn Kiếm,Nội thành,Tin thường,39189914,27.0,Thỏa thuận,4.0,,,,1.0,1.0,1.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Mặt phố,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0
Tràng Tiền,Tràng Tiền,Hoàn Kiếm,Nội thành,Tin thường,38477759,200.0,Thỏa thuận,8.0,,,,,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Mặt phố,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
Thịnh Yên,Phố Huế,Hai Bà Trưng,Nội thành,Tin thường,37631300,115.0,Thỏa thuận,5.1,20.0,,,5.0,5.0,5.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Mặt phố,0,1,0,0,,0,0,0,0,0,0,0,0,1,0,0
Ngọc Lâm,Long Biên,Long Biên,Nội thành,Tin thường,39006751,68.0,Thỏa thuận,,,,,6.0,,,Khác,Khác,Mặt phố,0,0,0,0,,1,0,0,0,0,0,0,0,1,0,0
Tôn Đức Thắng,Hàng Bột,Đống Đa,Nội thành,Tin thường,39137912,215.0,Thỏa thuận,8.0,,,,9.0,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Mặt phố,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0
Hoàng Cầu,Trung Liệt,Đống Đa,Nội thành,Tin thường,39217998,160.0,Thỏa thuận,6.0,30.0,,,2.0,5.0,5.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Mặt phố,0,1,0,0,,1,0,0,0,1,0,0,0,0,0,0
Trần Kim Xuyến,Yên Hòa,Cầu Giấy,Nội thành,Tin thường,39207377,100.0,Thỏa thuận,5.0,21.0,Tây - Bắc,Tây - Bắc,5.0,6.0,5.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Mặt phố,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Lò Đúc,Đống Mác,Hai Bà Trưng,Nội thành,Tin thường,38572857,230.0,Thỏa thuận,8.0,20.0,,,8.0,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Mặt phố,0,0,0,0,Rộng,1,0,0,0,0,0,0,1,1,1,0
63  Cổ Linh,Thạch Bàn,Long Biên,Nội thành,Tin thường,39162037,50.0,Thỏa thuận,,25.0,,,4.0,2.0,3.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Mặt phố,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
Nguyễn Văn Cừ,Ngọc Lâm,Long Biên,Nội thành,Tin thường,39091093,80.0,Thỏa thuận,5.5,,,,5.0,5.0,4.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Nội thất cơ bản,Mặt phố,0,0,0,0,,1,0,0,0,0,0,0,0,1,0,0
Vĩnh Hưng,Lĩnh Nam,Hoàng Mai,Nội thành,Tin thường,39153433,56.0,Thỏa thuận,3.7,,,,2.0,2.0,2.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Mặt phố,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0
Nguyễn Hữu Huân,Lý Thái Tổ,Hoàn Kiếm,Nội thành,Tin thường,38167061,120.0,Thỏa thuận,7.5,,,,8.0,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Mặt phố,0,0,0,0,,0,0,0,0,0,0,0,1,1,0,0
Trần Duy Hưng,Trung Hòa,Cầu Giấy,Nội thành,Tin thường,39221582,60.0,Thỏa thuận,4.2,50.0,,,4.0,6.0,6.0,Khác,Khác,Mặt phố,0,0,0,0,Nhỏ,0,0,0,0,0,0,0,0,0,0,0
Vương Thừa Vũ,Khương Trung,Thanh Xuân,Nội thành,Tin thường,39221614,120.0,Thỏa thuận,6.8,18.0,,,8.0,8.0,8.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Mặt phố,0,0,0,0,Nhỏ,0,0,0,0,0,0,0,0,1,0,0
,Dịch Vọng Hậu,Cầu Giấy,Nội thành,Tin thường,35005417,330.0,Thỏa thuận,35.0,,,,,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Mặt phố,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0
Cự Lộc,Nhân Chính,Thanh Xuân,Nội thành,Tin thường,39217505,33.0,Thỏa thuận,3.5,5.0,Nam,Nam,4.0,4.0,4.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Mặt phố,1,0,0,0,Nhỏ,0,0,1,0,1,0,0,0,0,0,0
Bà Triệu,Trần Hưng Đạo,Hoàn Kiếm,Nội thành,Tin thường,34268763,300.0,Thỏa thuận,9.0,,,,12.0,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Mặt phố,0,0,0,0,,1,0,0,0,1,0,0,0,0,0,0
,Việt Hưng,Long Biên,Nội thành,Tin thường,39100679,410.0,Thỏa thuận,12.0,,,,6.0,,,Khác,Khác,Mặt phố,0,0,0,0,,0,1,0,1,0,0,0,0,1,0,0
Triệu Việt Vương,Bùi Thị Xuân,Hai Bà Trưng,Nội thành,Tin thường,38464224,55.0,Thỏa thuận,4.0,15.0,,,6.0,7.0,6.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Mặt phố,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,1
,,Hoàn Kiếm,Nội thành,Tin thường,30810392,400.0,Thỏa thuận,10.0,,,,,,,Khác,Khác,Mặt phố,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
Lò Đúc,Đồng Nhân,Hai Bà Trưng,Nội thành,Tin thường,38909295,120.0,Thỏa thuận,,,,,7.0,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Mặt phố,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,1
Lương Ngọc Quyến,Hàng Buồm,Hoàn Kiếm,Nội thành,Tin thường,37808772,340.0,Thỏa thuận,,,,,11.0,65.0,70.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Mặt phố,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0
